id,yearBuilt,numberOfFloors,energyStarScore,electricity,emissionsIntensity
195,1964,3,,3141077.0,2.7
209,1910,5,,758273.0,0.6
211,1970,2,,33262653.0,1.0
215,1904,4,,0.0,0.0
230,1969,2,,551813.0,0.9
233,1900,1,,3686918.0,4.2
234,1926,2,,212742.0,0.0
237,1999,2,,1635466.0,0.1
242,1989,2,,0.0,0.0
245,1999,6,,47460272.0,0.4
247,1924,2,,8647373.0,0.4
248,1965,2,,3726184.0,0.2
249,1999,3,,46640607.0,1.2
253,2003,2,,8903836.0,0.3
261,1980,2,,42499804.0,1.6
263,2008,6,,6736956.0,1.6
264,2002,4,,10188222.0,0.6
265,2003,7,,5247175.0,2.2
267,1999,0,,38929385.0,1.5
274,1991,3,,608909.0,0.1
278,1999,5,,6973988.0,2.0
281,1928,2,,413568.0,2.1
293,1914,7,,3937929.0,0.2
295,1955,15,,60473367.0,0.7
299,2003,4,,2403163.0,0.2
302,1973,1,,1525599.0,1.8
315,1995,3,,27114632.0,4.0
317,1980,2,,11831308.0,5.1
318,1900,1,,4363791.0,6.6
325,1989,4,,11149017.0,1.9
338,2004,11,,29009994.0,7.8
350,1958,6,,32761065.0,1.3
369,1964,5,,512970.0,0.0
374,1980,4,,5788632.0,0.9
382,1900,5,,3041284.0,0.4
418,1910,5,,2643808.0,0.1
419,1908,4,,10067990.0,1.9
420,1996,6,,5984515.0,2.4
421,1996,4,,14336057.0,1.6
428,1985,12,,11739928.0,0.2
429,1923,11,,2013673.0,1.8
432,1913,10,,14646440.0,1.2
434,1999,5,,15096643.0,1.1
435,1990,6,,619334666.0,2.6
436,1988,9,,2729774.0,2.3
443,1981,5,,2442031.0,0.0
466,1975,8,,44929045.0,3.4
469,1928,3,,5054144.0,4.2
470,2003,4,,25951699.0,8.1
474,1914,5,,1986245.0,0.1
477,1997,5,,62882341.0,6.5
480,2003,5,,17845326.0,6.5
487,1963,4,,15778460.0,5.3
488,2008,5,,30137937.0,3.6
494,1988,4,,10944802.0,4.3
496,1946,2,,2462715.0,1.5
497,1997,4,,707922.0,0.2
498,2000,7,,26042749.0,4.9
504,1955,1,,1539911.0,1.1
507,1999,1,,21209760.0,1.7
513,1952,3,,6663370.0,0.3
514,1997,1,,0.0,0.6
515,1999,3,,651951.0,0.2
516,1964,1,,8034939.0,2.3
524,1999,4,,4375272.0,0.3
525,1991,6,,21468369.0,4.4
530,1941,2,,,
531,2008,2,,5720228.0,3.4
533,1988,4,,381595.0,0.0
534,1997,4,,419370.0,0.1
536,1956,3,,437678.0,0.4
550,1986,3,,245176.0,0.1
551,1927,2,,3445322.0,0.5
555,1940,1,,3221887.0,0.7
556,1953,1,,16894327.0,0.9
566,1926,3,,10808237.0,0.4
570,1978,4,,4620940.0,0.2
571,1989,2,,1018437.0,0.9
572,1928,1,,1471467.0,0.6
576,1969,2,,4930647.0,0.2
583,1948,2,,340583.0,0.3
588,2002,5,,30237738.0,7.1
592,2000,1,,899646.0,4.1
602,2008,3,,12850384.0,5.1
603,1920,3,,9091294.0,2.5
608,1913,7,,9778587.0,0.3
613,1900,4,,2393040.0,0.3
614,1900,6,,3479851.0,0.1
619,1906,3,,1887398.0,0.1
622,1953,2,,1544540.0,1.6
624,1941,2,,1982717.0,0.0
627,1904,4,,1018806.0,0.8
629,1907,4,,1017526.0,0.0
637,2009,6,,58887299.0,0.9
655,2002,6,,3165203.0,0.1
660,1926,6,,3956876.0,0.1
661,1985,10,,11274029.0,0.4
682,2001,3,,0.0,0.0
683,1994,1,,11875821.0,4.7
687,1996,4,,1800221.0,0.9
689,1994,2,,8945111.0,3.1
691,1929,13,,3346485.0,1.0
696,1978,1,,4163848.0,0.1
700,2008,1,,6813423.0,5.0
706,2008,5,,8859350.0,0.2
711,1912,5,,1226256.0,0.0
712,1918,6,,4098566.0,0.4
713,1905,6,,6536959.0,0.1
727,1928,2,,399496.0,0.9
730,1986,2,,3708871.0,2.7
731,1930,2,,2619154.0,0.1
738,2006,6,,13654824.0,5.5
742,2008,5,,19042850.0,1.2
743,1999,4,,16300270.0,8.1
753,1981,33,,267918265.0,1.7
758,1999,0,,47460067.0,0.2
759,1908,4,,916825.0,2.6
760,1908,10,,759199.0,0.9
777,1916,2,,486781.0,0.1
782,1939,2,,906932.0,1.0
785,1944,4,,12787002.0,1.6
791,1970,1,,6654151.0,0.1
792,1950,1,,3509361.0,1.8
799,1979,1,,1453886.0,1.7
801,2002,6,,7168131.0,1.4
804,2000,5,,11894614.0,0.5
806,1902,4,,723726.0,0.4
812,1917,1,,593323.0,0.0
819,1956,2,,3621664.0,1.0
829,1928,4,,4325945.0,1.6
830,2004,4,,2915062.0,0.2
841,1999,5,,14580773.0,1.9
845,1988,4,,1029356.0,0.0
851,1974,4,,5249058.0,0.9
854,2002,3,,17752523.0,0.6
858,1910,6,,24909920.0,0.2
864,1987,4,,450903.0,0.5
865,1972,1,,0.0,0.0
868,2008,2,,1958032.0,0.1
1280,1921,3,,5895810.0,0.3
19471,1914,2,,1113075.0,2.0
19472,1962,1,,1840660.0,0.7
19491,1994,1,,349542.0,3.6
19498,2005,4,,572603.0,0.1
19511,1992,4,,509348.0,0.6
19519,2002,7,,1960393.0,0.1
19532,1991,5,,1645618.0,0.7
19533,1978,4,,457916.0,0.1
19541,2002,4,,549873.0,0.7
19549,2007,5,,270145.0,0.9
19584,1928,3,,3746809.0,11.0
19623,1963,3,,929236.0,0.1
19624,1977,3,,189804.0,0.0
19654,1946,2,,7810778.0,0.9
19662,1925,5,,701439.0,2.0
19664,1916,5,,0.0,0.0
19667,2003,5,,1346777.0,0.1
19668,2006,4,,759833.0,0.4
19671,1928,3,,432614.0,0.7
19697,1923,2,,1393305.0,0.2
19706,1997,6,,587362.0,0.7
19718,1984,4,,397650.0,0.1
19730,1917,2,,190640.0,2.6
19742,1955,2,,1214367.0,5.3
19743,1917,2,,1012297.0,0.5
19746,1946,1,,330457.0,1.2
19753,1903,3,,1132286.0,2.3
19754,2009,7,,1355075.0,3.2
19776,2002,1,,1557604.0,0.1
19780,1968,1,,1747055.0,4.3
19792,1990,5,,449530.0,0.3
19801,1909,3,,328463.0,1.2
19824,2010,5,,264170.0,0.5
19826,1999,4,,924797.0,0.1
19833,1992,2,,219788.0,0.5
19836,1928,3,,232396.0,0.3
19841,1908,5,,1166905.0,0.9
19851,1911,6,,774376.0,4.1
19852,1900,6,,691633.0,0.4
19857,1903,3,,716770.0,0.5
19861,1906,2,,577790.0,0.0
19865,1900,3,,885819.0,2.8
19876,1954,2,,407861.0,0.0
19890,1908,5,,986636.0,0.2
19892,1926,4,,2293365.0,2.4
19895,1925,2,,0.0,1.0
19900,1926,4,,10141641.0,30.0
19902,1925,1,,325291.0,0.5
19904,2002,6,,1053320.0,2.4
19917,1922,2,,1617145.0,2.4
19926,1965,1,,666040.0,1.5
19930,2002,8,,1104267.0,0.5
19934,1989,4,,914159.0,0.1
19949,1969,4,,505243.0,0.1
19988,1966,4,,963274.0,0.1
19992,1987,4,,0.0,0.0
20047,1956,2,,4344281.0,5.8
20052,1997,1,,6465375.0,1.0
20067,1923,3,,2995405.0,3.4
20068,1907,3,,1244004.0,0.9
20112,1990,3,,373726.0,0.8
20133,1915,6,,2259745.0,4.0
20138,2010,6,,1248284.0,0.5
20160,1930,3,,323606.0,3.1
20164,1929,5,,821595.0,2.6
20166,1910,3,,425892.0,0.2
20179,1966,3,,689394.0,0.1
20188,1999,3,,547438.0,0.1
20199,1968,3,,1376918.0,0.1
20210,2007,6,,3202870.0,0.9
20211,1945,1,,234726.0,0.0
20212,1960,4,,966552.0,1.6
20216,1926,3,,2998984.0,0.2
20222,1985,5,,618837.0,0.1
20228,1978,3,,595621.0,0.1
20234,1909,4,,648617.0,0.1
20241,1921,3,,673354.0,3.5
20264,1923,4,,477409.0,0.7
20265,1928,8,,1611795.0,0.9
20280,1963,4,,0.0,0.0
20281,1927,3,,0.0,0.0
20303,2008,6,,3096010.0,0.2
20310,2003,8,,941251.0,1.0
20343,2002,5,,331591.0,0.0
20350,1988,4,,998626.0,0.1
20361,1989,4,,496620.0,0.1
20387,2007,2,,1647662.0,0.6
20393,1969,2,,1630781.0,0.7
20394,1959,1,,1565035.0,5.0
20398,1922,3,,976512.0,4.2
20402,1908,5,,16694640.0,1.1
20403,1916,3,,1224912.0,2.9
20407,2003,4,,1125281.0,0.3
20427,1926,2,,0.0,0.0
20428,1930,2,,783128.0,9.2
20433,1948,1,,1550453.0,3.1
20437,2010,7,,2945760.0,0.8
20439,1984,1,,2541740.0,5.5
20440,1981,3,,2389487.0,0.6
20470,1979,1,,245119.0,0.0
20474,1949,1,,1153260.0,5.0
20484,2001,6,,2230882.0,0.1
20500,1985,1,,0.0,0.0
20506,1924,1,,2620046.0,6.0
20509,2007,4,,273025.0,1.3
20520,1953,1,,818626.0,0.1
20522,1970,2,,222545.0,0.2
20525,1954,1,,220540.0,0.6
20526,2009,3,,1875545.0,0.3
20532,1977,1,,1307528.0,0.1
20534,2002,5,,474723.0,1.3
20541,1963,2,,139822.0,0.0
20552,1914,1,,572063.0,0.1
20573,1948,1,,857350.0,3.6
20614,1952,1,,59836.0,3.5
20685,1976,2,,2201127.0,2.1
20686,1988,2,,249576.0,0.6
20720,1926,5,,833989.0,0.7
20734,1928,3,,231011.0,3.1
20747,1910,4,,437048.0,0.8
20749,1930,3,,374878.0,3.1
20777,1976,3,,0.0,0.0
20787,1989,4,,1032419.0,0.1
20806,1928,5,,469475.0,1.1
20810,1997,3,,1132824.0,0.2
20834,1996,4,,0.0,0.0
20857,1997,3,,1277421.0,0.1
20858,2008,6,,948604.0,0.1
20985,1970,1,,538447.0,0.1
20988,1969,2,,855840.0,2.4
21023,1998,1,,346384.0,0.8
21057,2006,4,,841990.0,0.3
21094,1901,6,,421348.0,1.2
21095,1928,6,,792605.0,0.0
21116,1920,3,,1431737.0,2.5
21118,1925,5,,0.0,0.0
21119,1927,2,,1107834.0,1.7
21122,2001,3,,2132700.0,3.2
21129,1911,2,,219971.0,2.1
21140,1984,1,,876569.0,0.1
21141,1981,2,,211497.0,0.3
21142,1969,1,,1519006.0,0.1
21192,1971,2,,1689107.0,0.2
21208,1964,2,,3382052.0,1.8
21212,1961,1,,1175625.0,3.1
21218,1958,2,,825481.0,3.9
21221,2009,1,,647938.0,1.4
21227,1997,1,,686351.0,3.3
21233,2007,2,,3429633.0,0.2
21236,1998,1,,1085663.0,0.1
21266,1918,3,,1216302.0,0.1
21269,1909,6,,0.0,0.0
21270,1928,2,,435674.0,0.5
21291,2004,6,,1848010.0,0.1
21315,1903,3,,,
21328,1964,4,,7615372.0,1.3
21331,1925,4,,1061341.0,1.0
21336,1912,3,,561559.0,4.0
21349,1987,5,,1178506.0,0.1
21364,1988,5,,5696348.0,10.1
21370,1949,14,,0.0,0.0
21372,1928,11,,1658614.0,2.9
21380,1993,1,,4844443.0,0.5
21389,1951,1,,616654.0,0.5
21391,1920,2,,861650.0,0.5
21396,1919,3,,398588.0,0.3
21418,1961,1,,3737583.0,4.3
21425,1962,1,,14046586.0,1.0
21432,2002,1,,1439981.0,0.6
21433,1998,1,,2816577.0,6.1
21435,1961,2,,7551251.0,5.6
21436,1992,2,,1403699.0,19.5
21448,2013,7,,1510369.0,0.6
21464,1966,1,,1276513.0,2.7
21465,1962,1,,1287265.0,2.5
21468,1916,2,,1021285.0,0.1
21474,1900,3,,,
21478,1900,2,,3811412.0,2.0
21481,1942,4,,3681180.0,0.2
21482,1912,2,,2981081.0,7.9
21486,1909,6,,713667.0,0.5
21487,1994,6,,1762647.0,0.1
21490,1901,6,,2582609.0,0.1
21495,1910,4,,2116456.0,0.2
21496,1918,1,,3203594.0,2.5
21506,1910,3,,790565.0,2.5
21507,1900,3,,657996.0,2.6
21508,1930,2,,,
21533,2008,4,,5918585.0,1.1
21539,2008,6,,970062.0,1.0
21549,1962,2,,4030565.0,13.1
21563,1976,3,,572262.0,0.1
21567,1970,4,,916684.0,0.1
21572,1989,4,,500604.0,0.1
21613,1927,3,,2970260.0,5.7
21616,1954,1,,2101949.0,0.1
21617,1947,1,,1065138.0,3.6
21672,1901,3,,1050198.0,1.0
21686,2007,4,,557091.0,1.4
21688,1952,1,,796549.0,1.0
21716,1953,2,,6208687.0,1.5
21731,2001,6,,1788963.0,0.1
21741,2006,14,,0.0,0.0
21772,1999,4,,946320.0,0.1
21785,1950,1,,2061660.0,0.2
21795,1999,2,,647111.0,2.6
21811,1900,5,,988487.0,0.1
21812,1914,6,,678223.0,0.3
21813,1980,4,,0.0,0.0
21825,1969,4,,822959.0,0.1
21830,2008,6,,1017371.0,0.5
21905,1979,1,,1035715.0,4.5
21913,1959,2,,919190.0,0.1
21916,1945,2,,940748.0,1.2
21940,1965,3,,626454.0,0.1
21945,1981,1,,1149870.0,0.1
21955,1927,3,,717131.0,0.5
22025,1977,3,,641712.0,0.1
22062,1939,2,,59034526.0,1.4
22116,2008,13,,4987491.0,0.8
22139,1992,2,,0.0,0.0
22163,1967,1,,304207.0,1.3
22166,1958,2,,1769472.0,0.6
22210,1991,4,,999489.0,0.1
22252,1961,1,,536489.0,1.5
22259,1910,2,,264474.0,1.4
22294,1989,5,,728579.0,0.9
22312,2004,1,,913899.0,2.3
22327,1924,2,,158635.0,0.4
22332,1928,2,,840737.0,0.3
22339,2003,5,,503308.0,0.0
22340,1997,4,,313541.0,0.6
22354,1962,3,,1184670.0,0.1
22372,1984,3,,627720.0,0.1
22418,1960,4,,629870.0,0.1
22420,1942,2,,5134163.0,0.5
22480,1992,3,,781733.0,0.1
22504,1965,1,,205640.0,0.0
22512,2000,6,,985797.0,0.1
22547,1980,3,,,
22548,1915,3,,53185.0,0.0
22654,1901,4,,1180412.0,0.1
22672,1900,3,,1594080.0,7.4
22679,1902,2,,146935.0,0.7
22684,1909,3,,878144.0,2.2
22749,1994,3,,1069144.0,0.6
22801,1996,2,,2159076.0,11.8
22805,1990,3,,1093483.0,0.2
22808,1983,3,,1039121.0,0.1
22839,1979,27,,6029703.0,0.2
22840,1996,6,,492041.0,0.7
22850,2003,6,,2650042.0,0.5
22860,1996,3,,2206185.0,0.2
22863,1957,2,,0.0,3.3
22881,1960,2,,942333.0,0.7
22934,1906,3,,470796.0,0.8
22936,1932,1,,659007.0,0.1
22983,1977,3,,408139.0,0.1
23008,1952,2,,917696.0,1.5
23020,1977,2,,158232.0,0.0
23022,2005,1,,1261541.0,2.4
23028,1901,3,,1154219.0,0.1
23049,1963,1,,789061.0,3.2
23056,1920,2,,437913.0,1.2
23064,1970,1,,3.0,12.0
23074,1999,3,,2127602.0,0.2
23075,1968,3,,554062.0,0.1
23103,2000,3,,735129.0,0.6
23105,1985,4,,739676.0,0.1
23109,1986,3,,753427.0,0.1
23111,1994,6,,715802.0,0.3
23117,2005,1,,1538353.0,1.8
23120,1971,1,,820987.0,5.2
23128,1972,4,,337026.0,0.0
23130,1978,4,,683119.0,0.1
23166,1992,3,,514908.0,0.1
23174,1969,5,,0.0,0.0
23175,1978,4,,,
23212,1930,4,,541511.0,1.3
23215,1929,4,,632032.0,0.8
23223,1989,5,,586882.0,0.1
23226,2001,3,,400809.0,0.0
23231,1979,2,,0.0,0.0
23242,2014,7,,1687164.0,0.7
23253,1980,4,,583810.0,0.1
23259,1967,1,,4576127.0,0.0
23265,1989,2,,4666848.0,0.8
23271,2001,3,,75076317.0,3.9
23304,1967,11,,2102384.0,2.0
23305,1925,4,,508740.0,1.9
23310,1951,1,,4210766.0,8.7
23320,1921,2,,3835573.0,0.2
23338,2001,4,,468925.0,0.1
23343,1969,1,,211862.0,1.5
23360,1991,4,,0.0,0.0
23364,1991,4,,690807.0,0.2
23368,1909,11,,5372610.0,2.3
23373,1993,25,,7929259.0,0.8
23396,1997,1,,486987.0,0.4
23397,1966,2,,1921734.0,0.3
23409,1925,5,,449354.0,2.5
23416,1960,2,,2409238.0,3.5
23418,1989,2,,838492.0,1.2
23420,1996,5,,377499.0,1.4
23439,1982,4,,495903.0,0.2
23440,1975,4,,600186.0,1.6
23462,1914,4,,972688.0,0.1
23503,1902,2,,3471355.0,15.6
23508,1930,3,,419146.0,3.7
23515,2000,3,,704168.0,0.1
23516,2001,6,,844785.0,0.1
23521,1981,8,,736878.0,0.1
23531,1965,3,,0.0,0.0
23554,1999,4,,534578.0,0.6
23561,2003,7,,788951.0,0.9
23562,1913,3,,682799.0,0.1
23566,1912,3,,611880.0,0.4
23622,1955,1,,28491660.0,0.6
23652,1999,4,,418032.0,0.0
23658,1989,2,,253067.0,1.8
23661,1998,8,,3174373.0,0.1
23672,1986,4,,2086032.0,0.2
23673,1969,3,,753055.0,0.1
23701,1963,1,,0.0,0.0
23711,1917,1,,488612.0,3.8
23712,1952,3,,593565.0,2.0
23714,1947,2,,13225308.0,0.1
23730,1948,1,,505777.0,0.0
23735,2008,1,,1672894.0,0.2
23736,1931,1,,862512.0,0.3
23743,1931,1,,612302.0,0.6
23758,1999,5,,479469.0,0.0
23759,2000,4,,483949.0,1.8
23783,1976,3,,471038.0,0.1
23815,2008,6,,1908114.0,0.1
23854,1900,1,,0.0,15.5
23863,1992,3,,1612529.0,2.4
23867,1914,3,,1143393.0,1.4
23882,1993,6,,561213.0,0.6
23883,1999,6,,1739726.0,0.1
23910,1907,3,,1107916.0,1.3
23924,1982,5,,1548755.0,0.1
23925,1998,6,,1539547.0,0.1
23930,1968,1,,,
23936,1930,1,,475821.0,0.0
23939,2001,5,,867044.0,0.1
23944,1963,8,,1432475.0,0.1
23958,1949,1,,396214.0,2.8
23964,1950,1,,298321.0,3.9
23969,1960,1,,4431103.0,0.5
23971,1955,1,,2051705.0,0.2
23976,1985,1,,1594256.0,6.3
24009,1994,2,,2200343.0,2.2
24026,1955,1,,681264.0,0.1
24030,2002,2,,0.0,0.0
24031,1921,3,,761122.0,0.8
24068,1994,3,,0.0,0.0
24070,2006,6,,850462.0,0.2
24077,1993,4,,909664.0,0.1
24085,1920,4,,177153.0,0.4
24086,1991,0,,13225226.0,1.4
24099,1972,1,,501446.0,0.0
24100,1910,1,,321554.0,0.7
24105,1953,1,,511295.0,0.6
24108,1963,1,,2723420.0,1.1
24117,1974,1,,799643.0,3.0
24118,1967,1,,571672.0,0.1
24123,1954,1,,0.0,0.0
24132,1957,1,,399012.0,0.0
24138,2001,3,,5049211.0,1.2
24144,1969,4,,389218.0,0.7
24150,1953,2,,692394.0,0.1
24162,1987,3,,0.0,0.0
24173,1990,4,,810642.0,0.1
24178,2000,4,,1029961.0,0.1
24184,1992,4,,460431.0,0.1
24205,1960,1,,4705506.0,0.4
24209,1983,1,,222641.0,1.0
24218,1952,1,,477992.0,0.8
24227,2009,1,,746915.0,1.7
24240,1920,1,,3473713.0,0.3
24243,1969,4,,452172.0,0.1
24253,1987,4,,2730737.0,0.3
24259,1973,4,,2786459.0,2.1
24281,2007,8,,1616706.0,0.9
24282,1925,3,,466117.0,0.1
24288,1997,5,,325556.0,0.8
24292,1980,4,,686936.0,0.1
24344,1959,1,,838433.0,3.0
24351,1916,3,,0.0,0.0
24356,1979,2,,,
24358,1931,1,,1250139.0,0.5
24377,1966,2,,594233.0,0.1
24381,1995,1,,1080246.0,2.1
24406,2009,3,,1315130.0,0.8
24415,1972,1,,253318.0,0.3
24444,1916,3,,332519.0,3.4
24454,2005,1,,2932695.0,1.0
24459,1903,11,,0.0,0.0
24488,1967,2,,600819.0,0.1
24513,1986,1,,2041877.0,0.2
24536,1979,1,,645434.0,1.5
24541,1990,4,,1481564.0,0.1
24579,1916,1,,799283.0,3.2
24581,1937,1,,329837.0,0.5
24585,1918,1,,1369404.0,0.7
24588,1905,3,,241860.0,0.8
24593,1925,2,,204824.0,0.0
24599,1988,1,,0.0,0.0
24602,2002,2,,1793964.0,3.2
24603,1982,2,,295346.0,0.0
24604,2004,5,,1031496.0,0.1
24624,1940,2,,1701980.0,2.8
24646,1975,2,,2882576.0,10.7
24649,1926,1,,453273.0,3.2
24650,1929,2,,2087488.0,2.6
24653,1953,1,,1230324.0,0.1
24657,1928,4,,627110.0,1.3
24667,1964,4,,547380.0,0.1
24668,1927,3,,471571.0,0.6
24700,1916,1,,602272.0,0.1
24701,1935,2,,235598.0,0.0
24710,1909,4,,302968.0,0.4
24716,1937,2,,820389.0,0.8
24717,1910,3,,,
24750,1920,3,,368834.0,0.5
24758,1962,1,,128651.0,0.0
24765,1967,4,,654422.0,0.1
24778,1932,1,,,
24780,2009,3,,2166669.0,0.1
24790,1963,4,,565849.0,0.1
24796,1986,4,,449134.0,0.1
24830,1937,2,,829059.0,0.9
24846,1996,6,,1031351.0,0.1
24876,1990,2,,434890.0,0.8
24887,2010,4,,1513481.0,0.4
24902,2006,4,,662314.0,0.1
24943,1941,1,,0.0,0.0
24950,1952,1,,638465.0,0.1
24959,1952,1,,647919.0,0.2
24965,1930,1,,1637430.0,0.1
24976,1966,4,,400351.0,0.1
24987,1968,7,,4795078.0,1.8
24991,1962,3,,5024569.0,0.4
24994,1991,2,,2453818.0,7.7
25001,1947,3,,126657.0,1.5
25002,1996,4,,550981.0,0.7
25006,1978,3,,800649.0,0.1
25025,1928,2,,483770.0,0.0
25042,1966,2,,235540.0,0.3
25078,1987,4,,524201.0,0.1
25124,1960,1,,1818247.0,1.3
25165,1962,1,,1010101.0,1.3
25185,1985,4,,1651674.0,0.1
25186,1907,3,,581835.0,3.1
25235,1988,4,,1177926.0,0.1
25250,1959,2,,6095344.0,15.7
25251,1945,2,,21290092.0,3.4
25269,2002,5,,1640911.0,0.1
25302,1978,4,,505891.0,0.1
25329,1990,3,,716508.0,0.1
25340,1968,5,,455130.0,0.1
25348,1974,9,,1767135.0,1.5
25361,1961,1,,0.0,0.8
25362,2001,6,,1618901.0,0.1
25364,1956,2,,624921.0,1.1
25368,2002,12,,4430666.0,1.4
25412,1927,12,,1411558.0,2.5
25419,1909,3,,595221.0,1.4
25451,1978,2,,2372397.0,4.2
25452,1988,2,,3907061.0,17.8
25457,1921,2,,1408367.0,4.0
25461,1962,2,,2712444.0,7.1
25471,1946,1,,202258.0,1.0
25479,1978,3,,530554.0,0.1
25490,1949,3,,2377201.0,2.2
25511,1920,3,,197994.0,3.1
25522,1997,4,,814720.0,0.9
25537,1918,2,,227328.0,0.6
25541,1900,5,,2109528.0,0.1
25543,1900,4,,894775.0,1.2
25546,2005,5,,3088977.0,4.6
25548,1900,4,,990121.0,0.4
25554,1900,3,,121290.0,0.6
25563,1968,2,,3174163.0,1.3
25624,1990,4,,499431.0,0.6
25634,1992,5,,667515.0,0.1
25639,2000,6,,2151426.0,0.1
25658,1900,3,,678050.0,4.0
25663,1926,2,,3919453.0,1.1
25664,1917,3,,815248.0,0.6
25666,1916,2,,251163.0,0.0
25667,1912,2,,1388015.0,6.2
25670,1906,3,,396938.0,0.8
25672,1913,3,,761565.0,0.9
25674,1910,3,,45726.0,0.2
25682,1990,4,,449698.0,0.1
25694,1962,2,,5022341.0,0.5
25701,1987,4,,0.0,0.0
25708,1909,4,,941608.0,2.5
25711,1913,3,,159706.0,0.7
25744,1990,4,,514482.0,0.5
25757,1988,4,,435573.0,0.1
25798,1924,5,,529079.0,3.0
25819,2006,6,,934947.0,0.1
25821,1920,4,,,
25822,1916,4,,440413.0,1.0
25839,1964,1,,794788.0,2.2
25844,1927,1,,434504.0,1.2
25851,1925,6,,413317.0,2.6
25852,2000,5,,428217.0,0.9
25854,2008,6,,350424.0,0.6
25857,2002,6,,505096.0,0.6
25886,1989,7,,1502952.0,0.1
25907,1961,3,,514632.0,4.8
25932,1948,1,,215661.0,6.2
25954,1959,1,,214641.0,2.5
25955,1928,3,,7014458.0,10.0
25973,1922,2,,1245915.0,1.0
25975,1962,3,,484624.0,0.1
25994,1929,3,,171659.0,2.4
26040,1994,3,,365344.0,0.3
26075,1955,3,,942193.0,0.1
26095,1969,3,,594580.0,0.1
26115,1924,2,,1111570.0,4.2
26116,1908,5,,0.0,0.0
26119,1910,2,,104629.0,1.1
26126,1954,2,,428695.0,0.8
26143,1998,5,,572520.0,0.1
26146,1920,3,,0.0,0.0
26233,1950,1,,2133463.0,1.4
26237,1947,1,,1618798.0,1.2
26246,1925,3,,1121236.0,0.8
26254,1922,3,,932750.0,0.3
26385,1998,3,,120470.0,0.9
26391,1928,3,,500074.0,1.0
26396,1927,2,,823668.0,1.0
26398,1923,3,,207255.0,3.0
26409,1926,3,,318583.0,0.7
26519,1975,6,,613357.0,0.1
26520,1981,5,,551250.0,0.1
26530,1919,4,,404297.0,2.8
26532,1928,2,,1022748.0,1.9
26558,1954,1,,2390997.0,14.1
26587,1998,3,,3813630.0,0.4
26594,1900,1,,728064.0,0.4
26600,1966,3,,761532.0,0.9
26601,1900,3,,1218735.0,1.6
26602,1929,4,,2172413.0,3.5
26603,1930,3,,704152.0,0.1
26659,1928,3,,420646.0,0.1
26667,2004,2,,604642.0,0.1
26672,1989,4,,619226.0,0.1
26695,1978,2,,0.0,0.0
26711,1904,6,,1007485.0,1.1
26722,1910,9,,3486648.0,2.2
26726,1900,3,,945634.0,0.2
26741,1998,4,,1303854.0,0.4
26756,1901,6,,3474805.0,1.0
26807,1967,4,,435074.0,0.1
26820,1968,4,,780116.0,0.1
26833,1993,3,,980757.0,1.6
26834,1909,3,,391952.0,1.0
26835,1910,4,,1387210.0,0.1
26839,1914,6,,890393.0,4.5
26841,1910,3,,604923.0,0.1
26842,1910,4,,803581.0,0.1
26847,1909,3,,1533207.0,0.1
26849,1917,2,,492249.0,1.1
26850,1916,3,,419823.0,0.9
26852,1920,4,,1716881.0,6.3
26862,1989,4,,421186.0,0.6
26883,1908,3,,283376.0,1.7
26896,1972,3,,413159.0,0.1
26902,1956,3,,329575.0,3.1
26905,1924,3,,387254.0,1.8
26908,1999,3,,541297.0,0.1
26922,1976,3,,795776.0,0.1
26924,2005,2,,848788.0,3.1
26933,1913,3,,570745.0,5.6
26940,1912,4,,906701.0,1.2
26956,1921,3,,539159.0,3.3
26961,1950,2,,577882.0,2.7
26973,1909,3,,1034462.0,3.8
26986,1997,1,,6625261.0,12.8
26993,1922,3,,167451.0,3.2
26994,1988,2,,1131710.0,3.5
26997,1999,2,,6058821.0,0.5
27016,1969,1,,701488.0,0.1
27040,1900,3,,1628950.0,0.5
27049,1999,3,,603542.0,0.0
27081,2001,6,,1907336.0,0.1
27082,1967,4,,640514.0,0.1
27146,1999,3,,480121.0,0.1
27160,1998,7,,2222647.0,0.4
27184,1961,2,,410128.0,0.4
27196,1928,5,,781088.0,0.9
27199,1970,21,,3387501.0,0.9
27203,2004,4,,0.0,0.4
27216,1904,5,,665354.0,0.3
27218,2004,4,,830531.0,0.9
27225,1926,3,,474838.0,0.7
27231,1932,2,,0.0,0.0
27241,1910,3,,0.0,1.3
27245,1910,3,,987963.0,3.7
27258,1994,3,,853510.0,0.1
27265,1987,3,,,
27303,1948,2,,5658259.0,0.3
27321,1958,3,,910207.0,0.1
27350,1997,6,,346770.0,0.8
27360,1984,4,,1712480.0,0.1
27386,2004,6,,538482.0,1.4
27387,1985,4,,599056.0,0.1
27389,1956,2,,5009191.0,0.8
27405,2001,4,,565099.0,2.7
27406,1947,2,,653224.0,2.6
27430,2005,6,,1003936.0,1.2
27436,1984,3,,1275092.0,0.1
27456,1956,2,,5479061.0,0.4
27482,1977,1,,279285.0,0.0
27510,1992,4,,351275.0,0.3
27532,1948,2,,746357.0,2.3
27553,1972,1,,1838993.0,0.2
27593,1985,3,,519194.0,1.5
27594,1905,3,,391784.0,0.1
27604,1977,3,,,
27622,1985,5,,1466785.0,0.4
27651,1963,4,,502253.0,0.1
27656,1910,4,,240182.0,1.0
27668,1991,3,,3623138.0,7.8
27682,1968,4,,0.0,0.0
