id,yearBuilt,numberOfFloors,energyStarScore,electricity,emissionsIntensity
21114,1954,19,78.0,19856816.0,1.6
351,1980,34,78.0,31146510.0,0.2
27688,1970,5,78.0,910406.0,0.1
27926,2008,7,78.0,1961194.0,1.2
27472,1989,3,78.0,705802.0,0.1
20735,1922,3,78.0,478712.0,1.0
27692,1973,5,78.0,835500.0,0.1
24888,2001,4,78.0,3044172.0,0.1
430,1925,4,78.0,1588060.0,0.7
27587,1983,3,78.0,664312.0,0.1
20246,1964,4,78.0,711708.0,0.1
25046,1971,15,78.0,2217900.0,0.9
26313,2001,4,78.0,647153.0,0.1
25065,1991,5,78.0,4045451.0,0.1
226,1958,1,78.0,674809.0,1.7
177,2002,3,78.0,1539557.0,0.4
22194,1986,4,78.0,936774.0,0.1
23110,1968,3,78.0,1645908.0,0.1
22739,1979,4,78.0,1797547.0,0.2
49732,2013,8,78.0,32209836.0,5.4
21732,1926,3,78.0,564364.0,0.7
23047,1974,3,78.0,515938.0,0.1
22440,1996,1,78.0,740174.0,0.5
800,1992,1,78.0,4603170.0,1.1
23164,2001,5,78.0,1822800.0,0.6
49734,2012,4,78.0,1037191.0,0.1
680,1925,4,78.0,2707868.0,0.2
22149,1955,1,78.0,601586.0,1.5
527,1967,2,78.0,1330882.0,0.2
411,1910,10,79.0,3024718.0,1.9
50170,2016,2,79.0,1765207.0,0.1
21667,1985,4,79.0,897997.0,0.6
26262,1926,6,79.0,387253.0,3.6
23222,1958,3,79.0,714494.0,0.1
21115,1925,4,79.0,449653.0,2.8
235,1998,7,79.0,5539351.0,1.8
21183,1980,3,79.0,2802429.0,0.1
634,2009,7,79.0,24650584.0,0.2
23877,1971,2,79.0,934770.0,0.7
50029,2014,12,79.0,3530502.0,0.6
24429,2006,5,79.0,2771606.0,0.2
330,1926,10,79.0,1297703.0,1.9
23894,2004,7,79.0,5238990.0,0.8
333,1969,20,79.0,7656146.0,2.0
49920,2014,32,79.0,7633640.0,0.5
21826,1970,4,79.0,715078.0,0.1
339,1900,7,79.0,3729541.0,0.3
24230,1968,3,79.0,858671.0,0.1
23289,1929,4,79.0,257419.0,3.2
24191,2014,6,79.0,1626300.0,1.4
26106,1986,3,79.0,805763.0,0.1
23951,1953,1,79.0,536017.0,0.7
352,1972,14,79.0,7622916.0,1.0
24029,1981,3,79.0,240821.0,0.6
26479,1978,4,79.0,619538.0,0.1
402,1989,46,79.0,53522270.0,0.3
140,1991,3,79.0,1652396.0,0.1
21580,1987,3,79.0,711574.0,1.4
25129,1967,3,79.0,4405602.0,0.1
21964,1910,2,79.0,124190.0,0.9
22115,1967,5,79.0,640767.0,0.1
23365,1960,3,79.0,586646.0,0.1
50343,2015,4,79.0,1874814.0,0.8
20658,1975,5,79.0,1606318.0,0.1
20597,1924,3,79.0,664184.0,0.1
42074,2011,3,79.0,965102.0,0.1
21548,1967,4,79.0,877382.0,0.1
774,1970,22,79.0,7457864.0,0.2
460,1983,5,79.0,6902459.0,0.1
23940,1989,4,80.0,984040.0,0.1
25338,1981,4,80.0,1041543.0,0.1
24194,1908,3,80.0,541608.0,0.1
24036,2005,7,80.0,5512321.0,1.5
24053,1970,3,80.0,568763.0,0.1
50065,2015,7,80.0,5273990.0,1.2
24153,1968,4,80.0,520828.0,0.1
775,1985,76,80.0,86599255.0,0.3
771,1911,17,80.0,4699211.0,0.8
23892,1985,13,80.0,2713145.0,1.4
27201,1974,3,80.0,861830.0,0.1
20496,1978,4,80.0,1814614.0,0.1
25327,2004,5,80.0,1765794.0,0.5
25170,1965,4,80.0,521164.0,1.0
25187,1926,4,80.0,439788.0,0.9
21088,1985,3,80.0,782773.0,1.3
22899,1963,3,80.0,610080.0,0.1
24795,1967,6,80.0,1140181.0,0.6
398,1916,6,80.0,16976822.0,0.4
19459,1998,3,80.0,603204.0,0.1
25751,1989,4,80.0,626442.0,0.1
690,2001,23,80.0,15323852.0,0.1
27131,1974,1,80.0,154994.0,0.9
20045,1955,1,80.0,9352814.0,4.5
50166,2016,4,80.0,12426760.0,0.2
22681,1964,4,80.0,866284.0,0.1
25918,1984,4,80.0,1353910.0,0.1
21909,1968,2,80.0,2120677.0,0.9
20851,1914,3,80.0,480933.0,0.8
28008,1993,6,80.0,1678093.0,0.7
25110,1986,3,80.0,1275073.0,0.1
25992,2009,19,80.0,22285342.0,1.0
20741,1977,6,80.0,1377661.0,0.1
21884,1967,3,80.0,3164991.0,0.1
25196,1910,3,80.0,651768.0,1.0
26731,1970,2,80.0,913117.0,0.3
25462,1949,3,80.0,684713.0,0.1
491,1970,5,80.0,3176379.0,0.1
49923,2014,5,80.0,5925771.0,0.8
19685,1924,3,80.0,479215.0,2.1
21675,1994,6,80.0,786873.0,0.1
39768,2012,17,80.0,5314937.0,1.2
39332,2009,2,80.0,2790058.0,0.7
21565,1989,4,80.0,1087538.0,0.1
26163,2007,4,81.0,1013926.0,0.2
27008,1928,2,81.0,501647.0,1.6
752,1963,11,81.0,5891511.0,1.2
24673,1948,3,81.0,322905.0,2.0
27431,2002,4,81.0,1154354.0,0.5
20316,1988,4,81.0,915123.0,0.1
20667,2003,4,81.0,707152.0,0.1
27958,1974,4,81.0,603317.0,0.1
751,1983,15,81.0,13780976.0,0.8
21550,1930,3,81.0,456595.0,2.3
23499,1977,3,81.0,620096.0,0.1
225,2010,2,81.0,7402198.0,0.7
23695,1963,5,81.0,325415.0,1.8
24473,1954,1,81.0,219457.0,0.2
24333,1970,1,81.0,580622.0,0.0
36087,1984,4,81.0,1279364.0,0.7
27574,1967,4,81.0,483990.0,0.1
27694,1974,4,81.0,761002.0,0.1
24426,1908,3,81.0,216223.0,2.7
543,1967,1,81.0,1274117.0,0.8
25172,1960,5,81.0,1104626.0,0.1
27687,1970,5,81.0,739137.0,0.1
22521,1999,3,81.0,795789.0,0.1
22951,1977,3,81.0,614995.0,0.1
22509,2008,4,81.0,1294589.0,0.1
28049,1987,4,81.0,1065873.0,0.1
19920,1925,3,81.0,543931.0,2.5
414,1929,15,81.0,2851283.0,0.1
50284,2015,6,81.0,1759725.0,0.1
25547,1914,5,81.0,833827.0,1.5
328,1976,33,81.0,44510632.0,0.2
23453,1948,3,81.0,211600.0,2.1
23615,2003,6,81.0,2022846.0,0.1
25426,1966,6,81.0,1105673.0,0.1
26177,1981,3,81.0,1233962.0,0.1
19653,1928,14,81.0,739985.0,2.5
27607,1971,4,81.0,769197.0,0.1
23769,2006,4,81.0,1735546.0,0.9
23905,1968,3,81.0,977917.0,0.1
26325,1978,3,81.0,654484.0,0.1
8,1980,18,81.0,4751183.0,4.0
640,1912,6,81.0,75143124.0,0.4
28476,1965,1,81.0,302802.0,0.0
49719,2012,4,81.0,1468127.0,0.4
27932,1909,3,81.0,486125.0,0.6
25317,1925,2,81.0,771336.0,1.7
21178,1989,3,81.0,712153.0,0.1
23102,1980,18,82.0,2955868.0,0.6
23681,2006,4,82.0,1253224.0,0.7
19669,1910,5,82.0,420769.0,2.7
23162,1988,6,82.0,1871463.0,0.1
20444,1963,4,82.0,653314.0,0.1
26249,2005,4,82.0,2787529.0,1.1
866,1950,1,82.0,635024.0,1.4
23051,1988,2,82.0,1786195.0,1.6
25882,1979,5,82.0,1427023.0,0.1
19854,1906,10,82.0,1661675.0,0.1
27868,1988,4,82.0,666322.0,0.1
24397,1976,3,82.0,711917.0,0.1
21783,1989,1,82.0,163376.0,1.0
50013,2014,4,82.0,1233042.0,0.1
26240,1979,4,82.0,1959552.0,1.0
118,1999,3,82.0,1606440.0,0.3
24862,1962,3,82.0,289498.0,1.6
21442,2007,4,82.0,1186162.0,1.9
615,1900,4,82.0,5382717.0,0.5
837,2004,4,82.0,913145.0,0.1
20362,1991,5,82.0,1587083.0,0.1
23410,1928,9,82.0,1542055.0,2.3
21314,1923,10,82.0,2330800.0,0.6
796,1975,5,82.0,11612848.0,0.1
24688,1959,5,82.0,854868.0,0.1
19601,2004,6,82.0,4362099.0,0.3
22282,1984,4,82.0,927469.0,0.1
19907,1925,3,82.0,620172.0,0.1
797,1969,1,82.0,529067.0,0.0
21619,1975,5,82.0,939964.0,0.5
493,1971,5,82.0,2395825.0,0.7
26906,1929,3,82.0,681884.0,0.1
23372,1989,3,82.0,697424.0,0.1
19596,1914,2,82.0,100315.0,0.8
290,2005,3,82.0,2923204.0,0.3
25772,1961,3,82.0,2094729.0,2.9
23725,1987,4,82.0,2373550.0,0.8
50022,2015,5,82.0,805004.0,0.7
20644,1984,3,82.0,1365773.0,0.1
23523,1984,5,82.0,846301.0,0.1
27591,2006,7,82.0,1275344.0,0.2
25540,1914,4,82.0,1108071.0,2.0
27590,1979,4,83.0,548691.0,0.1
27114,1957,2,83.0,568342.0,0.1
21231,1989,4,83.0,1462667.0,0.1
425,1986,12,83.0,4802267.0,0.1
23782,1979,2,83.0,916062.0,0.1
26742,1982,3,83.0,1158401.0,0.1
23006,1976,3,83.0,597174.0,0.1
19790,1992,5,83.0,1378692.0,0.7
300,2007,3,83.0,4025710.0,1.0
19537,1954,2,83.0,702184.0,1.4
23612,1969,4,83.0,601295.0,0.1
29214,1922,1,83.0,685794.0,0.2
21243,2007,4,83.0,711474.0,1.2
25181,1910,3,83.0,456971.0,0.7
24045,2009,4,83.0,776776.0,0.1
35392,2006,4,83.0,4875646.0,4.1
27301,1968,3,83.0,3384470.0,0.1
25278,1956,1,83.0,341806.0,0.7
33254,2008,4,83.0,7968914.0,0.6
25323,1925,3,83.0,443247.0,0.8
22299,2009,8,83.0,13505372.0,0.7
492,1985,4,83.0,2637147.0,0.1
375,1982,6,83.0,15182393.0,0.1
19845,1996,1,83.0,769635.0,0.6
20419,1965,3,83.0,388335.0,2.3
27837,1924,3,83.0,508556.0,0.9
23277,1900,1,83.0,131170.0,0.0
772,1981,42,83.0,39399934.0,0.1
23814,1972,10,83.0,2568032.0,1.2
19853,1929,2,83.0,379561.0,0.6
745,1974,5,83.0,3855751.0,0.4
355,1973,42,83.0,36101144.0,0.3
20788,1982,4,83.0,1543093.0,0.1
20766,1989,5,83.0,1387412.0,0.1
50325,2016,6,83.0,5710456.0,0.7
467,1999,1,83.0,11787771.0,1.9
25056,2002,6,83.0,915925.0,0.7
114,2010,6,83.0,27000067.0,0.9
50249,2016,6,83.0,2734407.0,1.6
346,1986,41,83.0,20270054.0,0.1
21950,2000,5,83.0,1263773.0,0.1
24614,1959,1,84.0,637285.0,1.1
27235,1969,4,84.0,627518.0,0.1
214,1963,1,84.0,1635611.0,1.1
27734,1969,4,84.0,534691.0,0.1
25427,1998,4,84.0,801080.0,0.1
22150,2006,4,84.0,1064041.0,0.4
136,2001,4,84.0,1447046.0,2.8
25724,2012,6,84.0,721203.0,0.1
23450,1913,3,84.0,374178.0,1.2
26821,1925,3,84.0,805363.0,0.5
139,2002,3,84.0,1737448.0,1.0
19694,1925,2,84.0,603913.0,1.8
548,1964,1,84.0,1143752.0,0.8
50345,2017,1,84.0,532949.0,0.2
49822,2013,13,84.0,3591724.0,0.5
19709,1986,4,84.0,900026.0,0.1
27659,2006,3,84.0,1056521.0,0.7
20668,1999,6,84.0,1432277.0,0.2
20169,1990,4,84.0,719976.0,0.1
20152,1969,3,84.0,793945.0,0.1
25632,1999,6,84.0,1064028.0,1.3
850,1988,3,84.0,1203484.0,0.1
27759,1997,4,84.0,1297851.0,0.1
24617,2000,4,84.0,658540.0,0.4
25995,2009,5,84.0,1493072.0,0.1
21712,1930,3,84.0,215846.0,2.8
26100,1995,3,84.0,1218711.0,0.1
49921,2014,13,84.0,4247309.0,0.7
21501,2001,8,84.0,1461646.0,0.5
23163,1995,4,84.0,1075403.0,2.6
26076,1927,4,84.0,207323.0,2.4
19550,1991,8,84.0,1636860.0,1.1
20017,1958,3,84.0,811928.0,0.1
406,1983,29,84.0,19852626.0,0.1
21401,1926,3,84.0,512784.0,0.8
239,1991,3,84.0,1090054.0,0.3
385,1927,8,84.0,5612262.0,1.1
29550,2000,11,84.0,14171459.0,0.1
19871,1954,3,84.0,395181.0,1.3
25883,1989,4,84.0,485613.0,0.1
19893,2002,6,84.0,1163329.0,1.1
24181,1989,4,84.0,1481393.0,0.1
19919,2000,6,85.0,3508266.0,0.1
22454,1967,1,85.0,544667.0,2.0
725,1961,1,85.0,451611.0,0.3
50035,2015,14,85.0,5108767.0,1.9
23132,1990,4,85.0,830928.0,0.1
609,1904,5,85.0,2549925.0,0.1
25620,1914,4,85.0,243623.0,1.8
24921,1988,4,85.0,836906.0,0.1
21719,1966,4,85.0,638585.0,0.1
27693,1973,5,85.0,810283.0,0.1
20899,1966,3,85.0,2637051.0,0.5
25725,1997,7,85.0,1747107.0,0.2
69,1997,6,85.0,3024518.0,1.5
21711,2002,4,85.0,1067734.0,0.1
25619,1988,4,85.0,1215579.0,0.1
538,2002,10,85.0,6497949.0,0.1
25433,1978,4,85.0,798868.0,0.1
580,1986,5,85.0,4499425.0,0.4
390,1980,2,85.0,10271806.0,0.4
500,1995,2,85.0,9393700.0,2.7
25401,1968,4,85.0,576529.0,0.1
25528,1983,13,85.0,8459812.0,0.1
768,1910,7,85.0,4876523.0,0.1
23909,1980,6,85.0,1940846.0,0.1
21693,1908,4,85.0,560460.0,1.9
27815,1989,5,85.0,787189.0,0.1
371,2000,11,85.0,10160086.0,0.2
23937,1979,5,85.0,2468633.0,0.1
21373,1923,4,85.0,1150333.0,0.1
21592,1980,3,85.0,685396.0,0.1
756,1929,4,85.0,5224315.0,0.8
595,1948,1,85.0,1789066.0,1.3
26980,2005,4,85.0,1254912.0,0.1
21329,1925,5,85.0,554586.0,2.7
27299,1985,4,85.0,1168226.0,0.1
19918,1998,6,85.0,7905570.0,0.2
21244,1970,2,85.0,2187563.0,3.0
27204,2008,4,85.0,1384120.0,0.1
20209,1977,4,85.0,718722.0,0.1
27295,1976,4,85.0,481687.0,0.1
24461,1975,1,85.0,811301.0,0.5
26750,1962,11,85.0,1662818.0,1.1
27681,1968,4,85.0,599939.0,0.1
26536,1925,3,85.0,935437.0,0.1
319,1914,4,85.0,756326.0,0.7
24485,1946,1,85.0,193965.0,0.0
50156,2016,5,85.0,1556954.0,1.3
19695,2000,3,85.0,571766.0,0.6
25847,1917,3,85.0,819757.0,0.5
23031,1988,4,85.0,569858.0,0.1
27691,1973,5,85.0,707960.0,0.1
20027,1999,3,85.0,2831291.0,0.1
377,1947,3,86.0,5055649.0,0.2
19832,1978,4,86.0,731730.0,0.1
21880,1990,10,86.0,3204391.0,1.5
26509,1977,4,86.0,655506.0,0.1
23449,1929,4,86.0,288162.0,2.2
354,2002,37,86.0,40666570.0,0.1
50337,2016,5,86.0,920983.0,0.1
21325,1910,7,86.0,895410.0,0.8
329,2000,23,86.0,26422245.0,0.4
21070,1994,4,86.0,1079874.0,0.1
25220,1909,3,86.0,1029030.0,0.1
23716,1959,1,86.0,2756162.0,0.9
596,1938,1,86.0,1073287.0,1.1
20710,1907,3,86.0,197090.0,2.2
227,1963,3,86.0,1899582.0,1.1
27096,1983,3,86.0,508797.0,0.5
23189,1999,4,86.0,656135.0,0.1
27760,1995,4,86.0,1328146.0,0.1
23299,1970,7,86.0,1450542.0,0.1
27886,2001,6,86.0,1953583.0,0.1
19789,1923,6,86.0,1070384.0,0.1
286,2006,3,86.0,5868691.0,0.6
27212,1982,4,86.0,1508014.0,1.2
185,2011,2,86.0,3967252.0,0.7
26523,1997,4,86.0,625275.0,1.2
22170,2002,6,86.0,1508509.0,0.6
27658,1957,3,86.0,476639.0,0.7
19704,1918,3,86.0,2025719.0,1.1
26400,1999,4,86.0,706561.0,0.1
21770,1980,3,86.0,695116.0,0.1
21885,1976,3,86.0,1003018.0,0.1
20217,1958,1,86.0,686183.0,1.0
21886,1968,3,86.0,655870.0,0.1
50254,2017,7,86.0,2896473.0,0.6
327,1925,10,86.0,35067376.0,0.3
26751,1999,4,86.0,658140.0,0.6
25876,1911,6,86.0,925138.0,0.1
26379,1992,3,86.0,515497.0,1.7
19805,1988,4,86.0,869257.0,0.1
20237,1900,3,86.0,831298.0,0.1
27707,1986,3,86.0,641238.0,0.1
27562,1974,1,86.0,390244.0,0.0
22627,1988,3,86.0,485473.0,0.1
19986,1987,4,86.0,1353422.0,0.1
21722,1968,3,86.0,577324.0,0.1
715,1910,6,86.0,3404552.0,0.6
21569,1978,4,86.0,1211421.0,0.1
49772,2013,4,86.0,2554487.0,0.1
526,1982,5,86.0,9888010.0,0.1
29310,1960,4,86.0,547195.0,0.1
26176,2009,5,87.0,771793.0,0.2
21694,2007,6,87.0,1285604.0,0.6
20880,1978,4,87.0,928406.0,0.1
23108,1986,4,87.0,638061.0,0.1
384,1977,1,87.0,395894.0,0.5
22932,1958,3,87.0,828858.0,0.1
19456,1965,2,87.0,911979.0,2.1
27625,1964,4,87.0,879161.0,0.1
50054,2014,13,87.0,14066393.0,0.9
22962,1987,3,87.0,2265369.0,0.1
23835,1983,2,87.0,646696.0,0.1
25901,1999,5,87.0,1624748.0,0.1
23826,1964,4,87.0,499723.0,0.1
25431,1963,4,87.0,732161.0,0.1
20447,1920,3,87.0,185084.0,2.0
27234,2002,4,87.0,513187.0,0.8
26024,1977,3,87.0,520896.0,0.1
24255,1980,4,87.0,519324.0,0.1
50058,1981,3,87.0,782712.0,0.1
21838,1997,5,87.0,978735.0,0.1
337,1990,16,87.0,17670008.0,0.2
26147,1980,4,87.0,640508.0,0.1
21335,1962,18,87.0,3039428.0,2.9
27365,1989,2,87.0,1268545.0,0.1
29612,1924,3,87.0,1045910.0,1.5
22611,2008,6,87.0,1516909.0,0.1
26848,2005,5,87.0,1126036.0,2.8
22351,1909,6,87.0,3819983.0,0.1
21319,1907,5,87.0,494965.0,0.9
31187,2011,5,87.0,1301474.0,0.9
417,1927,10,87.0,6177320.0,0.1
21345,1916,4,87.0,960062.0,0.9
50312,2017,4,87.0,1121601.0,0.1
633,1904,7,87.0,7217182.0,0.1
24784,1966,4,87.0,827248.0,0.1
26134,1924,3,87.0,366190.0,2.2
19590,1988,4,87.0,626907.0,0.1
21704,1959,4,87.0,624712.0,0.1
27298,1975,3,87.0,1229985.0,0.1
20839,1958,6,87.0,1447042.0,0.1
24219,1952,1,87.0,316384.0,0.3
27029,1923,7,87.0,919207.0,2.5
27232,1989,4,88.0,661207.0,0.1
42168,2011,3,88.0,785947.0,0.1
26745,1959,3,88.0,431975.0,1.9
27438,1996,7,88.0,885363.0,0.1
25577,1986,5,88.0,952369.0,0.1
27047,2008,6,88.0,2656915.0,0.1
50237,2016,6,88.0,8742817.0,0.1
34248,2004,4,88.0,544541.0,1.2
29312,1960,4,88.0,545137.0,0.1
26383,1989,6,88.0,1553254.0,0.5
50194,2016,4,88.0,1038170.0,0.5
27080,1963,2,88.0,146531.0,0.8
23300,1956,3,88.0,827286.0,0.1
744,2000,7,88.0,7004802.0,0.2
416,1906,4,88.0,1662874.0,0.1
399,1988,55,88.0,43581612.0,0.3
68,2000,7,88.0,3630689.0,1.9
21049,1988,4,88.0,533027.0,0.1
24306,2005,5,88.0,908956.0,1.0
345,1983,47,88.0,43338030.0,0.1
336,2009,36,88.0,39950460.0,0.2
23519,2002,6,88.0,913093.0,0.7
335,1968,12,88.0,6018696.0,0.8
20307,1998,6,88.0,2291032.0,2.0
23605,1985,4,88.0,1429137.0,0.1
20297,1970,9,88.0,1816200.0,0.1
23633,1967,3,88.0,408018.0,0.4
107,2010,12,88.0,30690012.0,0.8
815,2009,17,88.0,11403651.0,0.1
24600,1970,1,88.0,1380068.0,2.3
20230,1988,3,88.0,1230614.0,0.1
24106,1951,2,88.0,632843.0,0.8
21299,1908,3,88.0,483868.0,1.0
24170,1974,2,88.0,772677.0,0.1
24435,1907,2,88.0,664371.0,0.4
822,1978,1,88.0,548837.0,0.4
20069,1909,3,88.0,546118.0,0.9
716,1910,6,88.0,2113171.0,0.8
19680,2001,6,88.0,2419879.0,0.2
349,1991,29,88.0,15975820.0,0.1
451,1960,1,88.0,553616.0,0.1
22460,1968,4,88.0,592756.0,0.1
464,2005,1,88.0,14288183.0,2.6
50299,2016,6,89.0,2508863.0,0.6
25223,1963,4,89.0,502298.0,0.1
673,2005,1,89.0,3041400.0,1.2
27966,1997,4,89.0,421592.0,0.6
707,1986,5,89.0,4051743.0,0.8
21284,2001,6,89.0,1554416.0,0.1
25752,1989,4,89.0,659168.0,0.1
24166,1987,3,89.0,924839.0,0.1
20072,1914,6,89.0,481683.0,2.3
19758,1990,6,89.0,2254345.0,0.7
25902,2009,6,89.0,1794788.0,0.5
21768,1957,1,89.0,455498.0,0.1
597,2009,4,89.0,7409810.0,0.2
21917,1967,3,89.0,651346.0,1.4
220,1937,1,89.0,475091.0,0.8
232,1998,5,89.0,3995414.0,2.8
19454,1990,3,89.0,919682.0,0.1
25526,1996,6,89.0,793136.0,0.7
183,2001,4,89.0,2306412.0,1.2
49830,2013,4,89.0,528831.0,0.7
456,1996,5,89.0,4161459.0,0.1
21877,1968,3,89.0,973922.0,0.1
25418,1907,2,89.0,462884.0,0.1
22919,1992,4,89.0,873268.0,0.1
21640,1928,3,89.0,461456.0,0.7
22958,1963,3,89.0,2027685.0,0.1
26555,2008,4,89.0,5466041.0,3.1
23078,1972,3,89.0,543926.0,0.1
26748,1984,4,89.0,1737461.0,0.1
26705,1930,2,89.0,446896.0,0.0
21310,1900,4,89.0,845902.0,0.7
25576,1988,4,89.0,515410.0,0.1
25967,1988,3,89.0,730715.0,0.1
21196,1988,4,89.0,3846351.0,0.1
26845,1903,3,89.0,786670.0,0.1
49715,2012,5,89.0,3363992.0,1.5
50027,2014,7,89.0,1114864.0,0.1
719,1960,1,89.0,955603.0,0.0
22753,1988,4,89.0,1339587.0,0.1
20100,1968,3,90.0,1355572.0,0.6
21445,2013,6,90.0,6436786.0,0.3
26089,1987,3,90.0,700488.0,0.1
482,2006,6,90.0,7468380.0,0.2
20153,1982,4,90.0,923341.0,0.1
28050,1987,4,90.0,949922.0,0.1
20846,1928,4,90.0,417667.0,1.4
21683,2002,4,90.0,1033314.0,0.7
20186,1992,4,90.0,846880.0,0.1
24250,1954,1,90.0,201642.0,0.6
27838,1998,5,90.0,1948453.0,2.3
26210,1965,4,90.0,602266.0,0.1
22577,1960,2,90.0,232390.0,0.3
20490,2001,5,90.0,5191310.0,1.2
22446,1903,3,90.0,174620.0,0.1
50024,2014,5,90.0,5072914.0,0.6
26708,1906,5,90.0,989134.0,0.1
26671,1958,3,90.0,597660.0,0.1
23204,1971,1,90.0,1000721.0,0.1
50404,2017,4,90.0,633452.0,0.6
26598,1900,5,90.0,635729.0,0.0
559,1981,4,90.0,6465904.0,0.1
561,2005,6,90.0,9180249.0,0.1
23457,1960,4,90.0,494732.0,0.1
27264,1980,4,90.0,683185.0,0.1
23560,2004,4,90.0,873584.0,0.5
20921,2002,4,90.0,758103.0,1.0
50085,2015,4,90.0,1905460.0,1.6
21087,1990,7,90.0,2578132.0,0.5
26269,1906,3,90.0,483460.0,2.9
21946,1913,8,90.0,913249.0,0.8
21898,1978,1,90.0,263147.0,0.2
50097,2014,4,90.0,460880.0,0.8
27680,1968,4,90.0,624832.0,0.1
276,2000,8,90.0,112599856.0,3.5
21883,1962,1,90.0,284633.0,0.0
26351,1967,4,90.0,461102.0,0.1
21692,1948,3,90.0,483350.0,0.1
100,2010,5,90.0,12722515.0,1.1
25139,1989,4,90.0,1095381.0,0.1
21240,1999,4,90.0,888788.0,1.6
50306,1970,3,90.0,1238784.0,0.2
138,1959,1,90.0,3229420.0,1.5
50334,2016,6,90.0,1917197.0,1.4
25726,1994,6,90.0,1362767.0,0.9
50192,2016,21,90.0,18164611.0,0.2
19756,1987,4,90.0,982911.0,0.1
21203,2007,4,90.0,1893275.0,0.1
25976,1958,3,90.0,562505.0,0.1
25875,2005,4,90.0,739610.0,0.4
24720,1927,1,90.0,745514.0,0.3
618,1909,6,90.0,2058125.0,0.1
24769,2009,6,90.0,6217237.0,1.4
25130,1978,4,90.0,972084.0,0.1
27600,1995,4,90.0,1400483.0,0.1
19509,2003,11,91.0,5903081.0,0.1
21526,1949,3,91.0,226801.0,1.9
357,1990,63,91.0,48354830.0,0.1
23454,1958,6,91.0,1257330.0,0.1
563,1914,2,91.0,2044040.0,0.1
21578,1949,1,91.0,1349801.0,1.1
22941,1968,4,91.0,5078547.0,0.1
21579,2005,6,91.0,2735066.0,0.2
23191,1966,4,91.0,642639.0,0.1
26504,1908,3,91.0,3653044.0,0.6
30207,2009,6,91.0,5790171.0,0.4
24375,1989,3,91.0,1000829.0,0.4
22838,1995,5,91.0,626135.0,0.8
49970,2011,0,91.0,3620937.0,0.5
41987,2011,6,91.0,3774890.0,0.6
681,2000,4,91.0,4682632.0,0.1
28,1961,2,91.0,854056.0,0.7
27105,1988,3,91.0,1238553.0,0.1
659,2005,42,91.0,51627586.0,0.2
481,2006,4,91.0,5113599.0,0.9
50036,2015,11,91.0,10938807.0,0.1
27071,1960,10,91.0,6524931.0,0.1
22118,2004,4,91.0,1219817.0,0.6
22414,1960,4,91.0,931306.0,0.1
20494,2013,1,91.0,401378.0,0.9
20493,1986,3,91.0,1467752.0,0.1
25200,1953,7,91.0,484820.0,2.6
50099,2015,39,91.0,9822159.0,0.6
20967,1925,1,91.0,410794.0,1.9
19750,1942,3,91.0,1340916.0,0.1
22742,1987,3,91.0,512380.0,0.1
732,1970,1,91.0,11663738.0,2.7
26252,1907,3,91.0,255288.0,2.1
120,1908,6,91.0,2151608.0,1.4
589,2000,4,91.0,5809462.0,0.1
24062,1990,4,91.0,800815.0,0.1
26139,1980,3,91.0,938991.0,0.1
24137,2001,3,91.0,1743126.0,0.5
137,1963,2,91.0,1584621.0,1.2
20242,1930,3,91.0,730734.0,0.1
27417,2006,6,91.0,1661304.0,0.1
20243,1956,4,91.0,660209.0,0.1
24544,1999,8,91.0,1478031.0,0.1
26157,1967,1,91.0,6330901.0,5.4
26023,1998,5,91.0,1484138.0,0.4
24289,1969,4,91.0,492113.0,0.6
625,1900,4,91.0,4005084.0,0.1
25386,1968,3,92.0,514094.0,0.7
194,1951,1,92.0,14809568.0,1.5
25895,1991,5,92.0,553136.0,0.1
393,2009,5,92.0,2626688.0,0.1
23011,1966,1,92.0,1095550.0,0.1
34148,2000,6,92.0,2155736.0,0.6
67,1959,5,92.0,2545752.0,1.8
23452,1962,4,92.0,592101.0,0.1
19535,1995,5,92.0,726787.0,0.6
23170,1978,3,92.0,3204920.0,0.1
26188,2006,6,92.0,3113019.0,0.3
24072,1970,4,92.0,595543.0,0.1
19572,1981,1,92.0,174526.0,0.0
21338,1905,4,92.0,392021.0,0.7
19797,1996,5,92.0,648186.0,0.1
49992,2014,26,92.0,12284616.0,1.3
50014,2014,41,92.0,8344541.0,0.6
19682,1992,8,92.0,3648046.0,0.3
43247,1927,3,92.0,511426.0,0.6
20056,1980,2,92.0,4300884.0,0.6
26855,1909,4,92.0,671632.0,0.5
20029,1921,3,92.0,508422.0,0.1
50184,2016,24,92.0,2849263.0,0.8
22585,2007,4,92.0,838352.0,0.1
21341,1993,5,92.0,2055521.0,1.2
21300,1908,3,92.0,167053.0,1.9
50247,2016,4,92.0,1952311.0,0.6
26743,1961,6,92.0,1316461.0,4.1
20772,2006,33,92.0,7108073.0,0.1
49785,2013,6,92.0,1165819.0,0.5
26053,1923,3,92.0,473640.0,1.1
26724,1926,2,92.0,236036.0,2.6
28009,1970,6,92.0,598617.0,1.5
50150,2016,8,92.0,3471096.0,2.0
26348,1981,3,92.0,641137.0,0.1
19932,1914,6,92.0,1603592.0,0.1
27610,1968,7,92.0,1179363.0,0.1
23517,1966,7,92.0,741646.0,0.1
27977,2002,5,92.0,693842.0,2.7
50285,2016,39,92.0,8316347.0,0.9
29792,1987,3,92.0,1979622.0,0.1
